STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
NEW_YORK,1999,2850352,30215370,1794853,12605931,15814586,31841870,18323434,7913623,893364,3309820,37613,199271,219305,202221,150444,1717122,781175,2535910,233,1087,970,774,546,7383,2938,10554,2969,12373,12620,11601,9704,98453,50036,151458,9969,39257,39986,31983,17206,310153,125139,445261,10492,36339,42808,36789,21075,337793,148125,496410,13950,110215,122921,121074,101913,963340,454937,1432227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2000,2861478,31906526,1938590,13766358,16201578,33683043,19856637,8377510,1057876,3266115,39062,194673,217881,203482,151043,1718478,782021,2539561,276,909,827,739,472,6877,2642,9795,3065,12673,12840,11829,10113,101823,51002,155890,10005,38830,41471,32938,17217,317440,123882,451327,10533,34548,43554,37301,21328,337541,146703,494777,15183,107713,119189,120675,101913,954797,457792,1427772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5590607,276.2628588,222.4450547,
NEW_YORK,2001,2856277,34373567,1912495,16032781,16428291,38062603,22052316,9100764,1157116,4579196,40212,190402,214283,210369,153505,1717579,790657,2548448,262,908,967,868,506,7669,2790,10721,3294,13033,13170,13168,10438,106000,52618,161912,10100,37983,40789,35288,17451,323616,125266,458982,10480,32743,42212,39012,21483,334840,147288,492608,16076,105735,117145,122033,103627,945454,462695,1424225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2002,2846068,35748163,2206496,17337735,16203932,39585780,23167459,9379511,1183476,4809068,41752,189198,212414,215632,158474,1712691,802393,2556836,332,855,1071,874,582,7713,3067,11112,3578,13219,13446,13100,10891,107612,54083,165273,10554,37656,41464,37178,18241,328550,128873,467977,10417,33166,42262,41040,22587,334683,149454,494554,16871,104302,114171,123440,106173,934133,466916,1417920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2003,2879228,38033080,2591430,17509618,17932032,41603390,24786376,10000845,1156927,4489672,41456,188638,206912,219335,163362,1681670,820478,2543604,269,1046,1148,973,536,8513,3130,11912,3695,13428,13769,13496,11376,109748,56861,170304,10731,38606,40950,38809,19630,327783,136906,475420,10151,32709,39610,40926,23801,321994,154158,486303,16610,102849,111435,125131,108019,913632,469423,1399665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.9300755,279.749257,222.1882071,255.010828
NEW_YORK,2004,2842785,40820776,3058888,17705556,20056332,42953568,25761741,10702312,1168325,3867760,39801,188633,202267,218176,166975,1662931,840949,2543681,286,897,1001,953,628,8155,3346,11787,3663,13773,14136,13626,11849,110747,58891,173301,10609,38790,39919,40115,21470,327726,146162,484497,9796,33088,38239,41872,25026,322849,159195,491840,15447,102085,108972,121610,108002,893454,473355,1382256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2005,2816426,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179,3342778,40519,189924,196279,216226,173867,1626722,851404,2518645,303,915,955,1250,661,8501,3491,12295,3607,15291,14297,13704,12637,112145,60336,176088,10973,38376,38924,40153,23530,323332,152335,486640,9602,32930,36132,42122,26865,312170,161768,483540,16034,102412,105971,118997,110174,870574,473474,1360082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1739767,279.7162537,222.6952,264.6593688
NEW_YORK,2006,2787366,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799,3970683,44649,186373,192095,210851,179030,1596900,857753,2499302,377,1070,916,1051,684,8085,3628,12090,3916,13517,14287,14234,13403,116004,61894,181814,11814,40332,38429,40507,25050,320085,157241,489140,10076,31946,35629,40212,28411,300405,162975,473456,16657,98763,102402,114234,110476,848144,467632,1332433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2007,2754976,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,48561,184672,191647,205135,185680,1571259,852342,2472162,380,1092,953,1005,694,7671,3638,11689,4487,14601,14324,14517,13822,117660,62416,184563,12937,40296,38971,39689,27979,319384,162278,494599,10365,31554,35596,38334,30511,292863,163258,466486,20136,96278,101280,111428,112514,830245,460082,1310463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5430182,280.1411772,223.7520273,270.93785
NEW_YORK,2008,2727552,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430,4805621,50758,187194,190067,201895,185896,1552130,839837,2442725,363,1051,871,961,725,7418,3761,11542,4775,15289,14840,15216,14007,121205,63828,189808,12882,41466,38986,39798,29824,320132,162846,495860,10172,30688,35014,36975,30982,285630,159797,455599,22123,96934,99790,108590,110038,812652,448198,1282973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2009,2696688,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718,51251,190741,193473,198690,188377,1550122,858087,2459460,365,946,859,891,780,7360,3837,11562,4866,16403,16491,15861,14694,125940,66718,197524,12867,43407,40145,39731,30607,325400,165209,503476,10507,32644,35223,36056,31485,283482,158017,452006,22025,95235,99971,105583,110246,800952,461620,1284597,,,,,,,,,,,,,,,,,181,495,430,457,382,3717,1930,5828,184,451,429,434,398,3643,1907,5734,2430,8302,8331,8248,7408,63920,34567,100917,2436,8101,8160,7613,7286,62020,32151,96607,6361,21598,19929,19731,14520,161270,81964,249595,6506,21809,20216,20000,16087,164130,83245,253881,5193,16556,17253,17617,14788,139788,76810,221791,5314,16088,17970,18439,16697,143694,81207,230215,11198,49198,51144,53983,55267,410286,223547,645031,10827,46037,48827,51600,54979,390666,238073,639566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6410988,282.5769154,224.3687488,267.0678566
NEW_YORK,2010,2697357,55453300,3694050,23111427,28647823,60067253,36628097,14152383,1433218,6125749,51649,194607,198720,203761,191528,1609766,851829,2513244,499,1160,992,1050,876,8432,4252,13183,4771,16378,16093,16579,15625,133109,70955,208835,13520,47991,45108,43402,34581,361434,180007,554961,10179,33932,37380,38802,33577,301699,164640,476518,22034,92632,97996,103127,106511,794439,429853,1246326,0,0,0,0,0,0,0,0,646,2514,1151,801,358,10653,2122,13421,242,601,489,528,430,4288,2260,6790,257,559,503,522,446,4144,1992,6393,2387,8379,8191,8625,7958,68043,37032,107462,2384,7999,7902,7954,7667,65066,33923,101373,6668,24370,22931,22174,16801,184104,91672,282444,6852,23621,22177,21228,17780,177330,88335,272517,5007,17493,19038,19635,16192,153349,82280,240636,5172,16439,18342,19167,17385,148350,82360,235882,11203,48077,50224,52784,54428,408171,219571,638945,10831,44555,47772,50343,52083,386268,210282,607381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,1263,594,432,174,5612,1013,6954,317,1251,557,369,184,5041,1109,6467,,,,
NEW_YORK,2011,2677412,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793,4653802,49569,197458,196082,201190,190732,1595807,831712,2477088,572,1339,1039,1041,869,8380,4131,13083,4579,16341,16430,16073,16269,132570,71433,208582,13450,52323,46411,44445,35971,376230,179779,569459,9087,32687,35748,37666,33616,291696,157717,458500,20728,90052,94516,100464,103147,769913,413956,1204597,213,683,321,347,200,3041,1178,4432,940,4033,1617,1154,660,13977,3518,18435,250,687,547,528,441,4288,2100,6638,322,652,492,513,428,4092,2031,6445,2128,8474,8340,8195,8258,67726,37161,107015,2451,7867,8090,7878,8011,64844,34272,101567,6045,26748,23570,22616,17848,191762,91401,289208,7405,25575,22841,21829,18123,184468,88378,280251,4204,16714,18065,18854,16169,148234,78782,231220,4883,15973,17683,18812,17447,143462,78935,227280,10305,46573,48525,51372,52116,395802,210477,616584,10423,43479,45991,49092,51031,374111,203479,588013,99,352,155,191,96,1563,599,2261,114,331,166,156,104,1478,579,2171,483,2058,808,569,325,7087,1685,9255,457,1975,809,585,335,6890,1833,9180,237.5199426,280.4530261,222.4938109,258.1932642
NEW_YORK,2012,2644029,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478,4094920,48712,202670,198361,200642,192112,1601541,825972,2476225,417,1436,1114,1037,866,8944,4162,13523,4563,17404,16924,16282,17343,135055,71857,211475,13754,55212,47593,45184,37548,388432,182698,584884,9071,33693,34921,37107,33244,288641,154627,452339,19442,89031,94987,98995,101985,756437,405157,1181036,194,623,404,354,223,3417,1356,4967,1271,5271,2418,1683,903,20615,6115,28001,198,720,581,549,425,4613,2115,6926,219,716,533,488,441,4331,2047,6597,2306,8816,8530,8333,8716,69080,37192,108578,2257,8588,8394,7949,8627,65975,34665,102897,6838,27570,24198,23144,18429,198065,92925,297828,6916,27642,23395,22040,19119,190367,89773,287056,4492,17011,17606,18782,16026,146713,77198,228403,4579,16682,17315,18325,17218,141928,77429,223936,9826,46083,48939,50978,51476,388691,206027,604544,9616,42948,46048,48017,50509,367746,199130,576492,104,317,227,189,103,1789,706,2599,90,306,177,165,120,1628,650,2368,626,2701,1267,852,403,10455,2910,13991,645,2570,1151,831,500,10160,3205,14010,,,,
NEW_YORK,2013,2629805,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376,3982327,48968,201930,196988,203267,190081,1607001,820326,2476295,411,1298,1095,1140,840,9611,4187,14209,4546,17651,18037,17893,17857,142251,73154,219951,13874,56411,48643,46753,38321,401674,185489,601037,9262,34189,34463,36988,32264,285973,152837,448072,19597,86768,91861,98582,99595,742271,396581,1158449,0,0,0,0,0,0,0,0,1278,5613,2889,1911,1204,25221,8078,34577,204,663,565,545,432,4907,2176,7287,207,635,530,595,408,4704,2011,6922,2344,9131,9273,9205,9152,72749,37891,112984,2202,8520,8764,8688,8705,69502,35263,106967,6831,29133,24718,23923,19100,204297,94873,306001,7043,27278,23925,22830,19221,197377,90616,295036,4681,17512,17559,18799,15651,145426,76762,226869,4581,16677,16904,18189,16613,140547,76075,221203,9885,45269,47115,50585,50590,381264,202280,593429,9712,41499,44746,47997,49005,361007,194301,565020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,2825,1450,961,577,12782,3956,17340,676,2788,1439,950,627,12439,4122,17237,240.3498169,281.8077878,223.8133626,274.3077317
NEW_YORK,2014,2619312,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933,4060304,57353,200507,197545,200384,190387,1607983,827493,2492829,521,1308,1229,1193,1015,10200,4649,15370,5587,17595,17880,17210,18017,144316,74280,224183,16836,56906,51602,47570,39111,414879,192360,624075,11682,33710,34524,36182,32739,281522,152739,445943,21206,85139,88607,96031,98004,727278,393193,1141677,,,,,,,,,1521,5849,3703,2198,1501,29788,10272,41581,252,657,664,595,496,5233,2392,7877,269,651,565,598,519,4967,2257,7493,2775,9139,9124,8810,9225,73964,38366,115105,2812,8456,8756,8400,8792,70352,35914,109078,8258,29166,26250,24231,19343,211203,98672,318133,8578,27740,25352,23339,19768,203676,93688,305942,5758,17437,17607,18267,15920,143114,77119,225991,5924,16273,16917,17915,16819,138408,75620,219952,10760,44214,45530,49389,49930,374542,201482,586784,10446,40925,43077,46642,48074,352736,191711,554893,,,,,,,,,,,,,,,,,750,2959,1869,1126,723,15158,5087,20995,771,2890,1834,1072,778,14630,5185,20586,,,,
NEW_YORK,2015,2631532,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851,4536014,50430,198024,199866,197997,189562,1601015,820402,2471847,533,1353,1293,1235,973,10505,4800,15838,4593,17650,18657,17672,17650,147231,74573,226397,14900,56547,53773,48315,40437,423811,195750,634461,9674,32599,34095,35097,32652,275741,149493,434908,19248,83713,87442,93218,95634,709726,383799,1112773,,,,,,,,,1482,6162,4606,2460,2216,34001,11987,47470,252,674,676,642,477,5386,2452,8090,281,679,617,593,496,5119,2348,7748,2312,9225,9610,8994,8869,75580,38411,116303,2281,8425,9047,8678,8781,71651,36162,110094,7318,28923,27414,24578,20169,215803,100458,323579,7582,27624,26359,23737,20268,208008,95292,310882,4884,16787,17311,17652,16088,140165,75636,220685,4790,15812,16784,17445,16564,135576,73857,214223,9725,43513,44757,47713,48636,364945,196612,571282,9523,40200,42685,45505,46998,344781,187187,541491,,,,,,,,,,,,,,,,,716,3186,2338,1259,1110,17186,5991,23893,766,2976,2268,1201,1106,16815,5996,23577,236.796927,280.0892201,222.6463032,270.8537115
NEW_YORK,2016,2590945,66912661,3369803,27437593,36105265,68282026,43964520,15883500,1599317,4656189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_YORK,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.5484573,281.688,221.8840154,255.5785431
NORTH_CAROLINA,1992,,5236099,389145,3283378,1563576,5418687,2847638,1422278,,774194,6119,89809,85244,84291,63427,695047,303507,1004673,95,1416,1342,1381,845,10756,4846,15697,63,829,883,810,858,7177,3498,10738,69,1443,1063,728,463,8267,2258,10594,1859,27438,25268,25491,17901,207363,90602,299824,4033,58683,56688,55881,43360,451484,212303,667820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8844899,258.4053748,214.3580855,
NORTH_CAROLINA,1993,1112636,5583166,433602,3388466,1761098,5475174,3037814,1525471,345822,480317,8469,93406,85989,86093,60856,705410,305060,1018939,124,1387,1335,1374,848,10918,4952,15994,95,1023,964,955,914,7837,3750,11682,154,1659,1226,924,477,10022,2661,12837,2616,29073,24937,25717,16972,210067,91246,303929,5480,60264,57527,57123,41645,466566,202451,674497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,1994,1131662,5648390,454682,3553217,1640491,5740906,3161072,1629603,362721,490626,8949,97508,89492,86344,62324,718414,309304,1036667,292,1464,1279,1292,872,10936,4863,16091,91,1183,1097,1024,987,8763,4089,12943,184,2074,1537,1146,563,12149,3272,15605,4140,30958,26184,25538,17091,214139,92320,310599,4242,61829,59395,57344,42811,472427,204760,681429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,1995,1155248,6076939,443689,3867404,1765846,6217951,3417870,1737660,387340,564673,9013,100525,90795,88056,59653,738694,311770,1059477,294,1543,1330,1338,793,11183,4672,16149,94,1285,1268,1230,932,9948,4409,14451,210,2632,1852,1429,660,15431,3993,19634,4327,32395,26633,25840,16257,221388,92929,318644,4088,62670,59712,58219,41011,480744,205767,690599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,1996,1181600,6516400,443121,3971818,2101461,6517111,3527936,1780725,402269,687268,8535,102435,94840,91793,61593,775035,323955,1107525,297,1638,1493,1416,791,11718,4756,16771,88,1375,1298,1357,1075,11110,5104,16302,216,3392,2408,1808,746,19036,4896,24148,4090,33400,28894,27748,16965,238416,96950,339456,3844,62630,60747,59464,42016,494755,212249,710848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3251249,267.8345603,216.8374628,267.2182362
NORTH_CAROLINA,1997,1208695,6827952,471258,4258017,2098677,7007690,3704935,1869526,436235,848228,8195,102951,98688,93033,62552,795088,329647,1132930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,1998,1230010,7516979,520499,4821450,2175030,7688076,4130685,1936511,459818,994055,7610,102603,102456,95522,63476,810543,333983,1152136,194,1610,1469,1418,730,12211,4814,17219,72,1707,1666,1581,1272,13175,6217,19464,329,4808,3314,2518,977,26864,6803,33996,3703,34036,32329,28468,17050,254735,98887,357325,3312,60442,63678,61539,43447,503560,217262,724134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,1999,1244926,8476795,557142,5558333,2361320,8674393,4434300,2202906,472499,1365695,8515,101816,104658,96542,65558,824372,341200,1174087,102,1660,1527,1426,759,12388,4827,17317,106,1839,1833,1706,1462,14172,6786,21064,403,5815,3980,2957,1185,32438,8109,40950,4114,32590,33249,28921,17553,262006,100498,366618,3790,59912,64069,61532,44599,503368,220980,728138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,2000,1261586,9064700,622184,5897936,2544580,9275837,4854623,2356589,479183,1385226,8722,101049,105105,99295,66831,835653,348168,1192543,116,1498,1578,1546,768,12525,4855,17496,125,1859,1847,1712,1442,14912,7057,22094,633,7187,4893,3751,1345,39538,9819,49990,4184,31561,33876,30397,17897,267184,101909,373277,3664,58944,62911,61889,45379,501494,224528,729686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4630648,280.1279472,221.6340398,255.0211927
NORTH_CAROLINA,2001,1277013,9670620,661215,6065716,2943689,9807815,5187906,2587298,508494,1307270,9320,102772,106093,102126,69602,843873,359398,1212591,198,1618,1619,1411,788,12546,4974,17718,167,2019,1989,1899,1564,15757,7302,23226,868,8552,5888,4428,1660,47260,12277,60405,4190,32196,34426,31341,18389,269908,105898,379996,3897,58387,62171,63047,47201,498402,228947,731246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,2002,1296156,9701231,777970,5929203,2994058,9882399,5339340,2625671,523333,1133555,10310,104843,103726,106126,73450,848814,371987,1231111,264,1689,1513,1493,779,12617,5073,17954,193,2142,2027,2016,1610,16199,7595,23987,1171,9649,6466,5136,2070,53714,14608,69493,4577,32332,33666,33171,19706,271825,111320,387722,4105,59031,60054,64310,49285,494459,233391,731955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_CAROLINA,2003,1314632,9907235,888996,5970302,3047937,9989670,5517870,2721749,528694,940500,11686,109336,105411,108717,75918,852997,386190,1250873,296,1733,1601,1528,890,12751,5251,18298,251,2169,2108,2093,1732,16885,7965,25101,1508,11003,7584,5777,2450,60768,17263,79539,4973,33757,33998,34589,20812,272675,117920,395568,4658,60674,60120,64730,50034,489918,237791,732367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0401256,281.2403506,221.2205797,267.3636733
